,ubicacion,texto,matchType,ubicacionEncontrada,scoreMejorMatch,tipoUbicacionEncontrada,time_ms,truthLocation,foundLocation
475,municipio-a&municipio-a,los vertidos fecales no solo suponen un perjuicio para el medio ambiente tambien para la imagen y la economia del municipio a corto y largo plazo nota de prensa https t co t6cyaiitii,geonames,municipio-a&municipio-a,11722.79823,geonames,26.025,True,True
497,municipio-e&municipio-e,los contenedores estan al borde del colapso asegura adeom conversamos con agucholescano alcalde del municipio e donde la situacion es mas critica gt gt https t co v82sk2cye7 via vespertinas4 https t co si62w5xlip,geonames,municipio-e&municipio-e,11722.79823,geonames,35.576,True,True
519,colon,6 ataque al colon ojala valparaiso se sacuda a ese mediocre abogado y a toda la lacra ultrona que tiene sometido ese municipio a ser tan solo un cuartel politico y la otrora joya del pacifico convertida en un basural mario desbordes sigue con el coqueteo con,geonames,municipio-a&municipio-a,11722.79823,geonames,34.807,True,False
539,municipio-a&municipio-a,laplata ahora reabren la casa de ricardo barreda en 48 11 y 12 para llevar adelante un operativo de limpieza desratizacion en su interior lo realiza el municipio a pedido de los vecinos https t co xmj6fo6ayi,geonames,municipio-a&municipio-a,11722.79823,geonames,32.215,True,True
547,municipio-g&municipio-g,gustavozubia si vivis en colon viva el municipio g y el pichaje q desparrama la basura,geonames,municipio-g&municipio-g,11722.79823,geonames,20.86,True,True
8,bv-gral-artigas#av-burgues,imtransito ahora paso bvar artigas esquina burgues semaforo estacion servicio tambien lampara verde quemada,cruces_vias,bv-gral-artigas#av-burgues,9244.67134949,cruces_vias,53.168,True,True
111,,montevideo se convirtio en una ciudad del cuarto mundo mugre por todos lados gente durmiendo en las esquinas mangueando plata y drogandose locales vacios por todos lados la mayoria grafiteados casas para vender por doquier colas en las embajadas para irse no se que festeja el fa,,ciudad-del-plata&ciudad-del-plata,8388.691875,geonames,27.804,True,False
14,francisco-llambi#av-gral-rivera,montevideoim imtransito aca llambi esquina rivera viven tomando pelo van multar descarga resto explote,cruces_vias,francisco-llambi#av-gral-rivera,8312.32652602,cruces_vias,24.937,True,True
135,,con este tiempo parece que hubiera empezado el verano en vez de la primavera ya hay gente disfrutando de las playas te recordamos que las limpiamos todo el ano y que la mejor forma de cuidarlas es no dejando residuos en la arena mas info https t co xjezudzbjw https t co ibssswx4id,,paso-de-la-arena&paso-de-la-arena,6194.43506825,geonames,19.151,True,False
74,,la intendencia de montevideo hizo lo posible para que hoy no pudieramos homenajear a los caidos en la lucha antiterrorista acumulando basura e inundando la plaza de la bandera pero no lo lograron se cumplio el acto evocatorio como todos los anos https t co w3exmya6z4,,plaza-de-la-armada&plaza-de-la-armada,6014.60717883,geonames,33.297,True,False
179,avenida-18-de-julio&avenida-18-de-julio,pasaron 3 anos desde que asumio el intendente martinez se endeudo en us 94 millones a pagar en 20 anos parches en avenidas que llaman inversion recoleccion de basura ineficiente reforma de 18 de julio no salio y recaudacion millonaria por camaras hablame del mejor mvd,geonames,avenida-18-de-julio&avenida-18-de-julio,5900.27255473,geonames,86.051,True,True
411,avenida-18-de-julio&avenida-18-de-julio,pasaron 3 anos desde que asumio el intendente martinez se endeudo en us 94 millones a pagar en 20 anos parches en avenidas que llaman inversion recoleccion de basura ineficiente reforma de 18 de julio no salio y recaudacion millonaria por camaras hablame del mejor mvd,geonames,avenida-18-de-julio&avenida-18-de-julio,5900.27255473,geonames,86.211,True,True
199,,ahora tenes donde llevar tus residuosespeciales gt gt centros municipales de distrito disponibles de lunes a viernes de 8 30 a 13 30 gt gt montevideo 2852 de lunes a viernes de 8 a 14 gt gt mercado del patio de martes a domingos de 9 a 21,,mercado-del-puerto&mercado-del-puerto,5794.40645667,geonames,14.377,True,False
392,,soy charrua dmartinez uy es una asesina y no pago por todos sus crimenes y nunca demostro arrepentimiento para las familias de sus victimas la solidaridad de dmartinez uy vale tanto como la mugre de montevideo,,banco-de-las-familias&banco-de-las-familias,5785.170048,geonames,13.123,True,False
511,la-teja&la-teja,estuvimos en la teja y parte de la cachimba del piojo junto a victorhugo404 recorriendo y viendo la ausencia de la im saneamiento iluminacion y limpieza continuan siendo los mismos problemas del barrio existen 2 mvd https t co 7pq3mjvua9,geonames,la-teja&la-teja,4708.69224,geonames,23.811,True,True
514,convencion#av-18-de-julio,divina montevideo a la manana vas esquivando la basura foto convencion y 18 08 am https t co ahps2sfpls,cruces_vias,convencion#av-18-de-julio,4326.08466271,cruces_vias,42.084,True,True
477,liceo-31&liceo-31,en el cerro hay mas color en junio el mes del medio ambiente las alumnas y alumnos del liceo 31 propusieron a traves de mvddecide intervenir el cartel de montevideo https t co yrhpql5scw,geonames,el-cerro-light&el-cerro-light,3582.22774857,geonames,29.763,True,False
76,playa-capurro&playa-capurro-playa-de-capurro,vergonzosa situacion de la playa de capurro segun esta mostrando canal 10 la mugre es tremenda y uno se pregunta donde esta la intendencia de montevideo manana habra una jornada de limpieza por parte de una organizacion privada https t co q6htwf4lcz,geonames,playa-capurro&playa-capurro-playa-de-capurro,3243.79110462,geonames,28.822,True,True
178,,recorrimos junto a juan neira gerente de emaseoquito algunos barrios del sur constatamos que el plan de contingencia esta funcionando y que la recoleccion de basura esta retornando a la normalidad continuaremos trabajando y monitoreando la ciudad https t co wtvoovs3fs,,cno-la-cruz-del-sur#juan-lopez,3217.9567089,cruces_vias,75.41,True,False
146,,el pelado martinez hizo una cena a u s 1000 en punta del este y si a ese precio tenia que ser en una ciudad limpia y no un mugrero como montevideo,,punta-del-rodeo&punta-de-la-pedrera-punta-del-rodeo-punta-del-sur-este,3014.0457372,geonames,25.528,True,False
468,,el pelado martinez hizo una cena a u s 1000 en punta del este y si a ese precio tenia que ser en una ciudad limpia y no un mugrero como montevideo,,punta-del-rodeo&punta-de-la-pedrera-punta-del-rodeo-punta-del-sur-este,3014.0457372,geonames,29.388,True,False
169,,me encanta ver como las grandes capitales del mundo se engalanan y festejan el advenimiento del nuevo ano ya que segun el intendente martinez consumimos mas no se puede gastar algo para mejorar montevideo y no tener que festejar entre la mugre,,edificio-torres-del-nuevo-mundo&edificio-torres-del-nuevo-mundo,2954.16151297,geonames,27.177,True,False
424,,bien por el intendente di candia quien reconocio la victoria de luislacallepou un gesto republicano que martinez no tuvo pero tambien estaria bueno que antes de hablar de las municipales 2020 se ocupe de evitar que mvd se desborde de basura en un mes https t co qctnidtohj,,victoria&pueblo-victoria-victoria,2946.54144,geonames,24.089,True,False
502,playa-capurro&playa-capurro-playa-de-capurro,el sabado 9 de febrero desde las 09 00h el grupo limpieza de costas del uruguay limpiara la playa capurro en montevideo todos invitados a sumarse contacto diana pumar https t co hyzfmyxlma,geonames,playa-capurro&playa-capurro-playa-de-capurro,2885.16428846,geonames,34.426,True,True
368,arroyo-del-miguelete&arroyo-miguelete-arroyo-del-miguelete-miguelete-rio-de-miguelete,creo que las imagenes mas sencillas a veces son las mas bellas montevideo recupero el arroyo miguelete entre maua e islas canarias mediante profundas tareas de limpieza y como resultado podemos volver a encontrar esto que nos acerca danieltrinidad2 https t co oglrnuxm4r,geonames,arroyo-del-miguelete&arroyo-miguelete-arroyo-del-miguelete-miguelete-rio-de-miguelete,2572.530192,geonames,45.971,True,True
370,arroyo-del-miguelete&arroyo-miguelete-arroyo-del-miguelete-miguelete-rio-de-miguelete,creo que las imagenes mas sencillas a veces son las mas bellas montevideo recupero el arroyo miguelete entre maua e islas canarias mediante profundas tareas de limpieza y como resultado podemos volver a encontrar esto que nos acerca danieltrinidad2 https t co oglrnuxm4r,geonames,arroyo-del-miguelete&arroyo-miguelete-arroyo-del-miguelete-miguelete-rio-de-miguelete,2572.530192,geonames,49.741,True,True
273,ciudad-vieja&cidade-velha,da verguenza montevideo la mugre y desidia es tremenda plena ciudad vieja punto turistico montevideano y vemos esto frente a un museo ex poder judicial bano y dormitorio de gente en situacion de calle capaz alguien puede hacer algo https t co lk9xh6dfuq,geonames,ciudad-vieja&cidade-velha,2337.57972,geonames,32.17,True,True
303,,undiacomohoy 12 06 1960 copalibertadores final en el partido de ida en montevideo olimpia cae de visitante 1 0 ante penarol en el estadio centenario fue por la primera final en la historia de la libertadores https t co tpkwpsfgpm,,penarol&penarol,2209.443075,geonames,29.968,True,False
517,,un dia como hoy hace 58 anos oficialcap se convirtio en el primer finalista de la historia de la libertadores al vencer 2 1 a sanlorenzo en el desempate jugado en el centenario de montevideo penarol alzaria esa primera copa al derrotar a elclubolimpia en la final https t co zfra4j5ykj,,penarol&penarol,2209.443075,geonames,37.605,True,False
95,,acabo de escuchar la noticia de que multaron a uno por tirar la poda fuera de un contenedor en pocitos montevideoim en otros barrios queman los contenedores arman basurales pero no pasa nada se cobra al que le pueden cobrar solamente,,pocitos&pocitos,2178.035104,geonames,21.904,True,False
420,,lamentable 2 dias que no levantan verguenza calle igua frente a escuela y en la puerta del liceo 42 cosa de todos los dias el sistema de contenedores no sirve en este barrio dmartinez uy montevideoim https t co lun1dy56sz,,edificio-puerta-del-sol&edificio-puerta-del-sol,2149.48012854,geonames,44.657,True,False
93,,quien pretende ser presidente aumento 26 los gastos de funcionamiento de una intendencia ya hipertrofiada en gastos y plantilla y cuya gestion se centra en actividades ajenas a la competencia departamental mientras montevideo es un basural sevan https t co arbwcqsl33,,hotel-presidente&hotel-presidente,1573.2875,geonames,16.233,True,False
94,,no puede con las picadas no puede con los ruidos molestos no puede con adeom no puede con la basura y quiere ser presidente dmartinez uy es el emparejamiento para abajo que nos regala la izquierda,,hotel-presidente&hotel-presidente,1573.2875,geonames,11.649,True,False
261,,la gestion de daniel martinez dejo a la im con un endeudamiento de us 203 millones y ni una sola obra importante en mvd no pudo con la basura el transito es un caos en horas pico y tenemos uno de los boletos mas caros de la region se lo imaginan como presidente https t co q6amzkcgfe,,hotel-presidente&hotel-presidente,1573.2875,geonames,23.45,True,False
358,,cuentas falsas atacan a martinez diciendo cosas como basura por doquier transito insoportable sin control calles rotas luces rotas semaforos sin sincronizar gastos de campana comprando partidos de la seleccion para tv ciudad fue presidente de ancap,,hotel-presidente&hotel-presidente,1573.2875,geonames,23.437,True,False
379,,debatepresidencialuy pudo con ancap no pudo con la intendencia no pudo con la la mugre no pudo con adeom no pudo con el pit cnt y los sindicalistas no pudo con el boleto no fundio todo lo que toco si cerro raincoop no pudiste con nada y queres ser presidente,,hotel-presidente&hotel-presidente,1573.2875,geonames,27.212,True,False
406,,daniel martinez no puede encargarse de la limpieza de 1 calle y pretende ser presidente de uruguay https t co vswkevy8zm,,hotel-presidente&hotel-presidente,1573.2875,geonames,27.941,True,False
444,,la gestion de daniel martinez dejo a la im con un endeudamiento de us 203 millones y ni una sola obra importante en mvd no pudo con la basura el transito es un caos en horas pico y tenemos uno de los boletos mas caros de la region se lo imaginan como presidente https t co q6amzkcgfe,,hotel-presidente&hotel-presidente,1573.2875,geonames,25.633,True,False
490,,la gestion de daniel martinez dejo a la im con un endeudamiento de us 203 millones y ni una sola obra importante en mvd no pudo con la basura el transito es un caos en horas pico y tenemos uno de los boletos mas caros de la region se lo imaginan como presidente https t co q6amzkcgfe,,hotel-presidente&hotel-presidente,1573.2875,geonames,22.915,True,False
516,,la gestion de daniel martinez dejo a la im con un endeudamiento de us 203 millones y ni una sola obra importante en mvd no pudo con la basura el transito es un caos en horas pico y tenemos uno de los boletos mas caros de la region se lo imaginan como presidente https t co q6amzkcgfe,,hotel-presidente&hotel-presidente,1573.2875,geonames,24.633,True,False
532,,presidente marcotrovatov con esta postal y maravillosa vista de montevideo no seria posible en algun tiempo un amistoso entre mi club ramplajuniorsfc y elclubolimpia https t co e6kdv2ydfz,,hotel-presidente&hotel-presidente,1573.2875,geonames,28.243,True,False
535,,la mayor matanza de la historia la intendencia de montevideo recauda 3 000 dolares por hora de multas automaticas mas de 25 millones de dolares por ano nos descuartiza y este pelado hijo de mil puta no puede tener la ciudad sin basura y puede ser presidente somos guampudos,,hotel-presidente&hotel-presidente,1573.2875,geonames,27.106,True,False
564,,idcanelones no tienen esos tractores que usan en montevideo para limpiar la arena algunas playas dan verguenza,,paso-de-la-arena&paso-de-la-arena,1459.442432,geonames,9.771,True,False
450,parque-rodo&parque-rodo,ir al parque rodo a los juegos es como viajar a los anos 70 solo que esta lleno de planchas ver el zoologico 15 anos cerrado y en decadencia total es lamentable tomar los accesos y ver la mugre y miseria a diestra y siniestra da pena esto es el fa esto es montevideo vos ves,geonames,parque-rodo&parque-rodo,1434.43117964,geonames,47.421,True,True
285,malvin&malvin,por fabor necesito ayudaaaa urgenteeee dejaron o dejo algun hdp 19 cachorritos tirados en un contenedor alguien que me de una mano esta frio dejarlos ahi es sentenciados a muerte es en montevideo barrio malvin alto 097622182 https t co 6zq0uw2mfj,geonames,malvin&malvin,1424.28492,geonames,19.79,True,True
2,palacio-legislativo-edificio-anexo&palacio-legislativo-edificio-anexo,montevideo ahora choque esquina palacio legislativo,geonames,palacio-legislativo-edificio-anexo&palacio-legislativo-edificio-anexo,1420.02044631,geonames,15.415,True,True
60,,magnnets naci montevideo si sacan centro mapa siento primer esquina llorar posicion fetal,,centro&centro,1180.06524,geonames,23.729,True,False
71,centro&centro,recorrer de nochecita el centro de mvd ver la basura y la suciedad la cantidad de locales vacios la cantidad de gente acomodandose en umbrales para pasar la noche sentir la sensacion de inseguridad es una fiel fotografia del resultado de 15 anos de gobierno frenteamplista,,centro&centro,1180.06524,geonames,49.715,True,True
479,centro&centro,recorrer de nochecita el centro de mvd ver la basura y la suciedad la cantidad de locales vacios la cantidad de gente acomodandose en umbrales para pasar la noche sentir la sensacion de inseguridad es una fiel fotografia del resultado de 15 anos de gobierno frenteamplista,geonames,centro&centro,1180.06524,geonames,50.57,True,True
510,centro&centro,recorrer de nochecita el centro de mvd ver la basura y la suciedad la cantidad de locales vacios la cantidad de gente acomodandose en umbrales para pasar la noche sentir la sensacion de inseguridad es una fiel fotografia del resultado de 15 anos de gobierno frenteamplista,geonames,centro&centro,1180.06524,geonames,47.657,True,True
544,centro&centro,recorrer de nochecita el centro de mvd ver la basura y la suciedad la cantidad de locales vacios la cantidad de gente acomodandose en umbrales para pasar la noche sentir la sensacion de inseguridad es una fiel fotografia del resultado de 15 anos de gobierno frenteamplista,geonames,centro&centro,1180.06524,geonames,50.994,True,True
215,union&union-union,que mugrero mdeo la union https t co kncsmsjcki,geonames,union&union-union,936.98225,geonames,10.048,True,True
279,union&union-union,sigue el recambio de contenedores ahora estamos en la union recorda que ningun residuo debe quedar fuera del contenedor si queres reciclar materiales como plastico y papel hay recipientes especificos donde podes dejarlos encontralos en https t co jstmbkafql https t co 0e51jququl,geonames,union&union-union,936.98225,geonames,19.316,True,True
198,,hace dos meses que me mude a montevideo y las tres cosas que mas me han impactado son la cantidad de gente durmiendo en las calles la basura tirada por todas partes y las personas revolviendo los contenedores no crei que fuera tan asi https t co ctv24jtevz,,carrera-dos#carrera-tres,850.306555283,cruces_vias,40.919,True,False
335,,hace dos meses que me mude a montevideo y las tres cosas que mas me han impactado son la cantidad de gente durmiendo en las calles la basura tirada por todas partes y las personas revolviendo los contenedores no crei que fuera tan asi https t co ctv24jtevz,,carrera-dos#carrera-tres,850.306555283,cruces_vias,37.822,True,False
106,,que pasa con el estiercol de los caballos que estuvieron ayer en la asuncion del nuevo gobierno como parte del operativo de limpieza el estiercol que no estaba mezclado con otros residuos fue llevado a nuestra planta de tratamiento de residuos organicos para reciclarlo https t co rg0tkfzrvp,,edificio-torres-del-nuevo-mundo&edificio-torres-del-nuevo-mundo,847.798401353,geonames,33.854,True,False
176,,robertoplasenci yocrecienaragon miradiogam depor galeana j sanchez2374 camp os ariasnora arbolillo1ctm soslindavista lindavistaunida yo trabaje en esa obra la realidad es que esta hecha con materiales de reciclaje de otras obras por ejemplo la obra del nuevo puente de 100 metros y montevideo el dueno de esas obras es el unico que gana porque ni el gobierno a ellos les vale como queden ya las pagaron,,edificio-torres-del-nuevo-mundo&edificio-torres-del-nuevo-mundo,847.798401353,geonames,47.821,True,False
504,,los operativos de espacio publico avanzan en todo el distrito hoy estuvimos en pergamino entre ituzaingo y sitio de montevideo l e realizando corte de pasto limpieza pintura de cordones y bacheo con el compromiso de todos nuestros barrios estaran cada dia mas lindos https t co bo6cmrbsaf,,ituzaingo&ituzaingo-ituzaingo-pueblo-ituzaingo-pueblo-ituzaingo,824.86188,geonames,28.378,True,False
97,,excelente juan castillo denunciando la campana de fakenews y difamacion orquestada contra la leytrans ensuciar https t co 5tlyqjpbxc,,hogar-la-campana-fundacion-peluffo-guigens&hogar-la-campana-fundacion-peluffo-guigens,792.700204082,geonames,42.863,True,False
105,,miente y sigue con la campana sucia el error de macri fue precisamente no fue implementar un shock de austeridad que cortara el despilfarro no se animo siguio con la fiesta y esta pagando el costo portalmvd https t co vwswqd4w9v,,hogar-la-campana-fundacion-peluffo-guigens&hogar-la-campana-fundacion-peluffo-guigens,792.700204082,geonames,11.04,True,False
371,,excelente juan castillo denunciando la campana de fakenews y difamacion orquestada contra la leytrans ensuciar https t co 5tlyqjpbxc,,hogar-la-campana-fundacion-peluffo-guigens&hogar-la-campana-fundacion-peluffo-guigens,792.700204082,geonames,42.535,True,False
463,,diegogodin rosariorodri22 radajulieta diegodelacurva dmartinez uy se suman a la campana sacalabolsadelmedio por un planeta libre de plasticos y se vienen mas https t co plrnu9r8ak https t co kix86uxozd,,hogar-la-campana-fundacion-peluffo-guigens&hogar-la-campana-fundacion-peluffo-guigens,792.700204082,geonames,13.382,True,False
496,,adeom le torcio el brazo a la intendencia y puntigliano salto como un fusible ahora se designan cargos politicos de peso parece que se quiere evitar conflictos sindicales durante la campana mientras tanto montevideo igual de sucia https t co x0crstkxqq via elpaisuy https t co vbbkzdoauh,,hogar-la-campana-fundacion-peluffo-guigens&hogar-la-campana-fundacion-peluffo-guigens,792.700204082,geonames,35.678,True,False
218,,hoy de 14 30h a 16h tendremos dialogo im probable con timothyfilley director del center for the environment de lifeatpurdue y codirector del instituto nexus arequipa para la alimentacion sostenible energia agua y medio ambiente info e inscripcioneshttps t co oxyey30det,,instituto-goethe&instituto-goethe,693.609954609,geonames,40.309,True,False
568,,ianduddyfco foreignoffice yoamomiplayaok karumbeuy ourblueplanet sascampaigns vidamarinauy montevideoim mvotma uruguay greenpeace uruguay natural hoy 23 09 27 08 subio fotos con la playa sucia si es como la de hoy fue luego de una gran tormenta una pena no suba fotos del 99 de la playas del uy que siempre estan en excelente estado y solo resalta los dias post tormenta fea la imagen q difunde del pais,,cempre-uruguay&cempre-uruguay,688.06519075,geonames,65.959,True,False
49,,esperamos comitedistrital08 avenida paris 1243 esquina montevideo colonia san isidro torreon tenemosalgoquedecir procesoelectoral2020,,ciudad-de-paris#av-san-marino,677.711220152,cruces_vias,49.291,True,False
44,,martinmadruga esman6ia cdf im nacional galpon esquina mas historico gallinero,,museo-historico-nacional-casa-garibaldi&museo-historico-nacional-casa-garibaldi,649.924291598,geonames,22.513,True,False
238,,creo que tengo que poner a montevideo como una de las ciudades mas feas y sucias que haya visto en mi vida es como un linyera gigante hecho de asfalto y otros linyeras mas pequenos buenos aires al lado es estocolmo de lo limpita que esta,,teatro-solis&buenos-aires-678,642.936285,lugares_interes,16.528,True,False
491,,la impresion que tenes cuando bajas de un avion en carrasco y entras a montevideo es que descubriste donde tiraban la basura que no encontraste en ningun pais de europa,,carrasco&carrasco,625.821824,geonames,24.456,True,False
507,carrasco&carrasco,ademas de chanchos comiendo de la basura por cno carrasco caballos sueltos por la avda rivera increible el estado de abandono en el que esta montevideo https t co w27ju6q8lm,geonames,carrasco&carrasco,625.821824,geonames,31.059,True,True
264,,rugbyengol hey worldrugby es uruguay le gana de paliza a rusia y argentina xv hoy espana le mete 40 a uruguay en montevideo a vosotros que vayan los mejores al mundial os la suda lo unico que quereis es el sucio dinero https t co onjprqf9yv,,cempre-uruguay&cempre-uruguay,618.23055,geonames,66.385,True,False
130,,cuando metieron la retencion del 35 me estaba yendo a estambul por trabajo ahora a montevideo e idem lo mejor de todo es que este viaje me lo reembolsan por transferencia quien tiene fe y aseguro que la plata llega la inversion mas cara del mundo,,edificio-rio-de-la-plata&edificio-rio-de-la-plata,579.203868444,geonames,24.042,True,False
25,,charlas vecinos municipio calles irun esquina castellar barrio olvidado muchas necesidades escuchando necesidades,,municipio-f&municipio-f,566.557478256,geonames,16.866,True,False
219,,en madrid se juntan miles en pta del sol a festejar el ano nuevo y dejan 25 ton de basura que el ayuntamiento recoje en 2 hras de trabajo en la madrugada aca muy sueltos de cuerpo la im te dice que las ramas del temporal las juntaran el viernes arriba pelado nadamos en basura,,edificio-del-sol-ii&edificio-del-sol-ii,564.24096687,geonames,47.25,True,False
300,,chdica jorgewlarranaga limpia la ciudad y deja la seguridad publica para el gobierno nacional gracias,,hotel-nacional&hotel-nacional,536.644608,geonames,28.678,True,False
391,,las intendencias del interior recogen la basura c dia invierten el doble que montevideo y no hacen obras solo en el ultimo ano y no reciben transferencias especiales del gobierno nacional error daniel en cuanto a eso de la crisis por algo bergara disparo saben lo q entregan,,hotel-nacional&hotel-nacional,536.644608,geonames,49.991,True,False
92,,todavia no entiendo como montevideo puede ser tan frenteamplista es la ciudad donde mas se puede ver la decadencia del pais una ciudad sucia donde hay gente durmiendo en cada esquina donde hay mayor nivel de delincuencia que les pasa,,ciudad-vieja&cidade-velha,522.98199,geonames,17.727,True,False
242,,um dos campeonatos mais disputados do mundo comeca hoje em 2017 o gremio construiu essa historia linda na libertadoresfoxsports hoje tem montevideo wanderers e olimpia a partir das 20h e a partir de 23h a bola rola entre oriente petrolero e universitario https t co rlmhmzd2se,,cine-universitario-1-y-2&canelones-1280,497.422144465,lugares_interes,23.586,True,False
523,,ela esta de volta a libertadoresfoxsports comeca hoje e a partir das 20h voce assiste ao duelo entre montevideo wanderers e olimpia a partir de 23h a bola rola entre oriente petrolero e universitario tudo isso na tela do fox sports https t co pi8z6kloui,,cine-universitario-1-y-2&canelones-1280,497.422144465,lugares_interes,15.86,True,False
126,,esta es la imagen que resume la gestion de daniel martinez basura hasta frente a la intendencia delante de sus propios ojos si asi manejo montevideo lo que seria el pais otro mujica mas no https t co he2y2afnh6,,intendencia-municipal-de-montevideo&intendencia-municipal-de-montevideo,481.37408862,geonames,16.976,True,False
143,,la intendencia gobierna mdeo a puro control y multas control de solo bus de estacionamientos ahora del goteo de aires acondicionados y muchas multas y de los temas centrales iluminacion pozos basura de los barrios quien se ocupa asi va a gobernar el pais dmartinez uy https t co 63wnaiu50j,,intendencia-municipal-de-montevideo&intendencia-municipal-de-montevideo,481.37408862,geonames,31.808,True,False
255,,un clasico en montevideo los problemas de la intendencia con la basura cuando vivi en nueva york que genera 10 veces mas basura por dia que montevideo la limpieza estaba garantizada otras ciudades mas cercanas tbn eso si las ratas en el subte en nueva york son de temer https t co k0czlwnnpy,,intendencia-municipal-de-montevideo&intendencia-municipal-de-montevideo,481.37408862,geonames,33.113,True,False
313,,mengueche08 dmartinez uy aquicolobanco el problema es que las heladeras no entran en los contenedores por eso las botan y terminan en la intendencia,,intendencia-municipal-de-montevideo&intendencia-municipal-de-montevideo,119.897144957,geonames,8.81,True,False
341,,generar una buena convivencia es parte de nuestro dia a dia como vecinas y vecinos de montevideo para lograr una ciudad mas limpia ademas de las tareas que lleva adelante la intendencia tambien es necesario que todas y todos colaboremos https t co uqsjz3itw9,,intendencia-municipal-de-montevideo&intendencia-municipal-de-montevideo,481.37408862,geonames,19.858,True,False
451,,esta es la imagen que resume la gestion de daniel martinez basura hasta frente a la intendencia delante de sus propios ojos si asi manejo montevideo lo que seria el pais otro mujica mas no https t co he2y2afnh6,,intendencia-municipal-de-montevideo&intendencia-municipal-de-montevideo,481.37408862,geonames,17.18,True,False
467,,frente amplio gustavoleal uy no pudo con adeom no pudo con la mugre d montevideo no pudo disminuir la plantilla d empleados al santo pedo q tiene la intendencia se olvido d mantener plazas y monumentos emblematicos d la ciudad,,intendencia-municipal-de-montevideo&intendencia-municipal-de-montevideo,481.37408862,geonames,27.74,True,False
175,arroyo-del-miguelete&arroyo-miguelete-arroyo-del-miguelete-miguelete-rio-de-miguelete,el arroyo miguelete de montevideo esta en muy mal agua verde mucha basura y espuma de apariencia sucia de la denuncia presentada en la web de dinama por la espuma hace algunas semanas ni noticia la dinama no tiene tweeter se habra enterado el mvotma uruguay https t co uybig8vivd,geonames,arroyo-de-la-tortuga&arroyo-de-la-tortuga-arroyo-de-las-tortugas-ojos-de-agua,466.0872192,geonames,50.522,True,False
249,,vas a colonia impecable vas a maldonado impecable llegas a montevideo y la mugre campea por que sera https t co j8xhli0r4z,,teatro-el-tinglado&colonia-2035,406.375752708,lugares_interes,15.563,True,False
562,,constanzaaa compraste un museo con nena incluida lee liceo no 22 montevideo alumnos en contenedores profesores suspendieron clases por ratas y cucarachas,,liceo-31&liceo-31,403.626787109,geonames,30.146,True,False
57,,8m mas 350 mil personas marcha montevideo movimiento feminista vuelve demostrar mas fuerte momento,,agrarian-youth-movement-in-uruguay&movimiento-juventud-agraria,354.590631001,geonames,14.605,True,False
39,,falta viernes 27 marzo lacomediamr rosario jorgefandermole junto cabrera uy esperamos canciones cantautor rosario montevideo uruguay argentina,,cempre-uruguay&cempre-uruguay,344.03258925,geonames,37.33,True,False
43,,pleno centro montevideo pasada medianoche cruzo camioneta pado plaza bomberos vienen cuidarnos respetar espacios publicos restauracion horror debe denunciarse organismos derechos humanos uruguay mundo,,cempre-uruguay&cempre-uruguay,344.03258925,geonames,35.939,True,False
103,,ya palpitando el mal llamado clasico olimpia de mi vida en montevideo uruguay https t co 4umv5xdqqj,,cempre-uruguay&cempre-uruguay,344.03258925,geonames,23.95,True,False
110,,uruguay se muere nunca vi tantas empresas cerradas nunca vi tan pocas posibilidades de crecer nunca vi tanta desintegracion social montevideo esta decadente sucia ruidosa y maloliente nunca vi tanta miseria en todos lados,,cempre-uruguay&cempre-uruguay,344.03258925,geonames,42.671,True,False
145,,montevideo wanders haciendo un homenaje a los venezolanos residentes en uruguay olimpia en lo suyo haciendo un h https t co dagsgjshre,,cempre-uruguay&cempre-uruguay,344.03258925,geonames,28.5,True,False
209,,uruguay es un pais democratico y progresista que ha aceptado los derechos lgtbi ha legalizado la marihuana y es lider en turismo sostenible y respetuoso con el medio ambiente destaca la guia de referencia para viajeros https t co o4bbax7jj3,,cempre-uruguay&cempre-uruguay,344.03258925,geonames,37.44,True,False
281,,uruguay se muere nunca vi tantas empresas cerradas nunca vi tan pocas posibilidades de crecer nunca vi tanta desintegracion social montevideo esta decadente sucia ruidosa y maloliente nunca vi tanta miseria en todos lados,,cempre-uruguay&cempre-uruguay,344.03258925,geonames,42.428,True,False
319,,orgullosos de estar presentes con nuestras ecobolsas en flumarketinguy2018 rubricabtl flumarketing radissonmvd marketingdigital marketing mobilemarketing ecomarketing ecomerchandising 3r ecobolsasuy montevideo uruguay ecouruguay https t co xxawomx0yt,,cempre-uruguay&cempre-uruguay,344.03258925,geonames,31.386,True,False
401,,el expreso amenaza montevideo elclubolimpia sale a escena en la edicion 2018 de la conmebol libertadores el decano debuta desde las 19 15 en uruguay por la primera fase toda la previa https t co vvj7cot7gz,,cempre-uruguay&cempre-uruguay,344.03258925,geonames,39.134,True,False
405,,estamos en octavos con nuestro adn futbolistico y las expectativas intactas tambien aprendimos en el mundial de los bueno habitos y dejamos todo limpio a aprender por aca y a seguir rindiendo uruguay noma https t co xlkpi9jgav,,cempre-uruguay&cempre-uruguay,344.03258925,geonames,34.745,True,False
449,,luis almagro era canciller de uruguay cuando un terrorista irani que fungia como diplomatico intento dinamitar la embajada de israel en montevideo obviamente el irani fue ayudado a escapar desde entonces se lo conoce como almugre https t co isztwxw1lc,,cempre-uruguay&cempre-uruguay,344.03258925,geonames,75.106,True,False
